Position,Company,Salary,Min-Salary,Max-Salary,City,Empirical,Education,Work Nature,Advantage,Detail,Address,Coordinate
c实习,思恒科技,3k-5k,3k,5k,大连,1-3年,学历不限,全职,项目稳定，公司比较人性化,半年以上C语言开发，愿意从事mt测试日语能看懂式样书有限对日项目,大连辽宁省大连市甘井子区高能街靠近浦项道(建设中),"(121.527523, 38.861583)"
C/C++应用开发工程师,广东睿盟科技研究中心,4k-8k,4k,8k,广州,不限,本科及以上,全职,"定期体检,年度旅游,餐补,年终奖金","工作职责：1、负责Win32平台的客户端程序及服务端组件开发与优化。2、依据项目要求和相关规范，完成系统的详细设计和相应文档的编写。3、根据项目要求和编码规范，完成基于Win32平台网站的相应编码任务。4、根据项目要求，配合项目人员完成集成测试、系统测试和系统交付等工作。任职资格：1、计算机或相关专业本科以上学历；2、具备较扎实的C/C++、Delphi编程基本功，熟悉常用的数据结构,算法知识；3、会使用Delphi、VC等开发工具，了解Win32平台网络编程技术和多线程技术；4、熟悉基于MySQL或Oracle的设计和开发、SVN操作；5、具备较强的学习能力和良好的英语阅读能力，适应力强、能快速进入工作状态；具有较强的敬业精神，对工作认真、细致、负责；积极主动；具备较好的语言表达和沟通能力，较强的逻辑思维能力和团队合作精神，并能在一定压力下完成工作。",广州车陂路瑞华路1号黄洲工业区4栋401东梯,"(113.388943, 23.120297)"
Windows C/C++ 会议系统开发,ZOOMclient,13k-26k,13k,26k,杭州,3-5年,本科及以上,全职,"福利齐全,股票期权,五险一金,出国培训",岗位描述：负责Zoom网络会议Windows客户端的设计、开发和维护岗位要求：1.良好的C++基础，熟悉STL模板库2.熟悉常用的数据结构和算法，熟悉设计模式3.熟悉Windows核心编程，熟悉Windows窗口消息机制、进程通信技术、多线程编程等4.熟悉ATL/WTL，有2年以上Windows客户端开发经验，有DUILib开发经验最佳5.较好的英语基础，能独立阅读英文文档6.比较好的产品意识，注重用户体验，对产品服务精益求精7.热爱编程，良好的沟通能力、执行力以及团队协作精神8.对界面引擎有思考和研究的优先为什么选择加入Zoom1.Zoom是GlassDoor2019全美最受欢迎科技公司，全球视频会议的行业领头羊。公司成长迅速，晋升空间大。2.Zoom是纳斯达克上市公司。加入Zoom有机会获得公司股票期权，与公司分享成长收益。3.Zoom是全球增长最快的云视频会议提供商，产品简单易用，深受客户喜爱。在Zoom做工程师，技术挑战高，更有成就感！4.Zoom汇聚业界技术大牛，管理层也来自技术精英，与爱技术，懂技术的同事切磋技艺是人生一大乐趣。5.Zoom员工敬业，管理层体贴，工作氛围轻松开放，人际关系简单融洽，团队温暖有活力！6.极具竞争力的薪水，福利待遇好，出国工作、学习和交流机会多。,杭州杭州市文一西路98号数娱大厦302室,"(120.112127, 30.287766)"
高级/资深C语言开发工程师,网易杭州研究院,20k-30k,20k,30k,杭州,3-5年,本科及以上,全职,福利待遇佳 团队优秀,岗位描述：1、负责DDoS检测系统的模块设计、开发、运维；2、负责DDoS清洗系统的模块设计、开发、运维。岗位要求：1、精通C语言；2、理解tcp/ip协议栈；3、熟练掌握linux系统下的应用开发、调试；4、具有良好的沟通能力和团队合作能力；5、主动，富有责任心和自驱力；加分项：具备网络领域背景或者安全领域背景。,杭州江虹路459号英飞特大厦,"(120.201807, 30.185004)"
【2019校招】 C/C++开发工程师,网宿科技,8k-15k,8k,15k,深圳,应届毕业生,本科及以上,全职,五险一金,职位描述：参与产品的开发和维护，完成从需求到设计、开发和上线等整个项目周期内的工作。职位要求：基本要求：1、计算机相关专业，本科或以上学历；2、热爱计算机以及互联网技术，有良好的学习能力，热衷于解决挑战性的问题。技能要求：1、熟悉C/C++编程语言，熟练使用调试工具，并熟悉Perl，Python，Shell等脚本语言者优先；2、熟悉网络编程和多线程编程，对TCP/IP，HTTP等网络协议有一定理解，了解XML和HTML语言者优先；3、熟悉Linux操作系统者优先；4、有作为骨干参与项目开发经验者优先；5、参加过大学生数学建模竞赛、挑战杯、ACM程序设计竞赛者优先。,深圳科技园中区 科苑路6号科技工业大厦4楼,"(113.993578, 22.99368)"
C/C++开发工程师,联合创想,8k-13k,8k,13k,武汉,不限,学历不限,全职,五险一金 周末双休,1、熟悉C/C++语言程序设计，熟练掌握多线程编程、socket等网络编程技术；熟悉软件开发全流程；2、熟悉VxWorks，Linux或其他嵌入式操作系统；具备嵌入式软件编程且有2年以上相关工作经验者优先；3、熟练掌握网络通信协议IPV4、IPV6、TCP/UDP等基本原理；4、熟悉交换机/路由器协议，例如IGMP/MLD/MSTP/LACP/OSPF/dhcp/PPPoE/SIP/H.248/wifidog/RADIUS等协议者优先；5、积极主动，具有较强的快速学习能力，有一定的抗压能力，责任心强，善于沟通和团队协作。,武汉武大科技园豪迈大厦1栋1010室,"(114.343913, 30.500317)"
高级C/C++开发工程师,深圳穗彩技术中心,18k-25k,18k,25k,深圳,5-10年,本科及以上,全职,"团队大牛,氛围好,成长机会,奖金多",职责描述：1、参与彩票交易系统中后台系统研发，核心代码开发，技术难点攻关；2、参与软件设计、开发、销售活动过程中的各种文档编制与协助工作；3、协作或指导同事完成其它模块软件设计、编码及集成工作，承担新人导师工作。任职要求：1、统招大学一本以上学历，5年以上相关工作经验；2、熟悉unix、linux平台下C/C++程序开发；3、熟悉tcp/ip协议和后台服务器程序开发调试；4、熟悉windows、linux开发平台、环境和工具；5、熟悉常用数据库操作及开发，了解主流数据库的优缺点;6、有很强的学习能力，有主动性和上进心，能承担压力，团队合作能力强7、思路清晰，具备良好的沟通能力和理解能力8、有分布式大型系统架构和实现者优先，有设计和实现大负载高并发系统者优先。9、至少熟悉redis、kafka、MQ、zk、mycat、Spark等常用中间件技术或开源技术中的1-2种；,深圳天安数码城创新科技广场二期五楼,"(114.03201, 22.53002)"
Windows C/C++开发工程师,浩海云科技,8k-15k,8k,15k,深圳,应届毕业生,学历不限,全职,福利待遇、发展空间、项目奖励、团队期权,"岗位职责：1、往Windows下C/C++驱动开发方向培养；2、主要参与windows终端安全产品的研发；任职要求：1、1年以上windows下C/C++开发经验；2、熟悉C/C++开发，熟悉windows驱动框架wdm、wdf，能够熟练进行驱动程序开发；3、熟练使用各种调试工具和调试技术及手段，熟悉windbg、ida等工具的使用；4、熟悉HOOK技术，优秀的优化、调试和解决问题的能力,逻辑思维清晰严谨；5、有过minifilter文件过滤驱动，网络过滤驱动等驱动实际开发经验者优先；6、熟练使用各种调试工具和技术，具有dump蓝屏文件分析经验；7、熟悉R0级驱动开发的优先，有过采用驱动保护进程防杀开发经验的优先；.",深圳桃源街道学苑大道1001号南山智园,"(114.004741, 22.594189)"
C/C++开发工程师,祥瑞公司,20k-40k,20k,40k,上海,不限,本科及以上,全职,知名企业，福利待遇，发展前景，,任职要求：1.国内外名校计算机、电子、自动化等专业毕业或自认有同等基本能力；2.熟悉C++和Linux系统架构，或精通Linux/C软件开发;工作地点可选分公司：上海，深圳，北京，杭州,上海1,"(121.544379, 31.221517)"
C/C++高级开发工程师,三零盛安,11k-22k,11k,22k,成都,5-10年,本科及以上,全职,上市公司 福利好 假期多 核心项目,岗位职责1、负责公司相关产品的研发工作；2、根据开发进度和任务，按时、保质保量的完成研发工作；3、参与软件设计及代码的评审；4、解决研发过程中的技术难点；5、负责产品及项目后期的优化、升级和维护工作；6、跟进新技术发展，并且促进产品新技术的合理引入；任职要求：1、5年以上实际开发经验；2、熟练使用C/C++语言，熟练使用网络、多线程技术；3、熟悉面向对象设计思想，具有独立的模块设计能力；4、拥有Windows、Linux、Mac跨平台开发经验者优先；5、具有SIP，rtp/rtcp，编解码，网络编程，及时通讯开发经验者优先(不是必要条件）；6、思维敏捷，预见复杂的问题，积极主动地工作，以高质量的结果履行承诺；,成都云华路333号,"(104.060929, 30.548639)"
linux C研发工程师(001095),奇安信集团企业安全,20k-40k,20k,40k,北京,5-10年,本科及以上,全职,"精英团队,极客氛围,福利待遇好,管理规范",岗位职责:1、负责网闸系列产品新功能模块的研发；2、维护现有的应用功能模块并进行优化和升级；任职资格:1、精通C语言开发，精通Linux，有深厚的Linux/Unix下程序设计功底；2、精通Linux/Unix下的socket、多线程以及多进程编程，熟悉进程间通信机制；3、精通TCP/IP等网络协议，熟悉常用的应用层协议，及协议分析，具有一定的网络编程经验；4、熟练编写LinuxShell脚本和Linux操作及优化；5、熟悉软件开发流程，具有良好的编程习惯，具备积极进取踏实负责的工作态度以及团队合作意识；6、有网络安全产品以及文件（windows/linux）开发经验者优先考虑；7、有视频开发经验者优先考虑。,北京北京市朝阳区来广营创远路36号院朝来高科技产业园7号楼,"(39.897445, 116.331398)"
高级C/C++客户端开发工程师...,网易,20k-30k,20k,30k,上海,3-5年,本科及以上,全职,五险一金 商业保险 年底双薪 交通补贴,职位描述：参与对战平台项目的开发参与魔兽争霸3项目开发参与魔兽争霸3地图底层类库的开发职位要求：本科或以上学历，计算机软件或相关专业；精通C/C++编程，3年以上工作经验，有游戏、世界编辑器相关开发经验优先；熟练使用QT、操作系统原生控件等桌面开发技术；熟悉Python、Lua等脚本语言；熟悉魔兽争霸3和对战平台优先；具有良好的学习能力，沟通技能，团队合作能力。,上海碧波路690号,"(121.583503, 31.198709)"
c/c++高级开发工程师（视频...,陌陌视频部,20k-40k,20k,40k,北京,3-5年,大专及以上,全职,核心部门,"岗位职责：1.负责公司C/C++基础平台相关的开发和维护。2.负责公司产品的截图，录像，音频监控，语音转写等业务的方案制定，开发和维护。3.负责公司直播产品直播体验提升相关技术的开发。4.负责流媒体服务、协议相关开发,音视频流媒体服务端程序的开发和维护岗位要求：1.3年以上C/C++研发经验,扎实的语言基础，熟悉Unix/Linux环境开发，良好的编码风格和文档习惯。2.扎实的计算机网络技术基础，对TCP/IP网络编程有深入的理解,熟悉UDP,TCP底层传输原理。3.精通http、rtp/rtcp、rtsp、rtmp流媒体网络传输协议，有相关协议开发经验，熟悉多媒体开源项目srs,nginx-rtmpwebrtc并能基于其框架进行二次开发。4.熟练掌握ffmpeg库，了解H264,AAC,PCM，YUV等图像格式，熟悉MP4,FLV,TS等文件封装。5.熟悉lua/python/shell等其中一种脚本语言。6.有视频截图，在线转码等项目经验优先。7.有视频直播、点播、互动视频技术架构，P2P等研发项目经验优先",北京阜通东大街1号望京Soho,"(116.47997, 39.99695)"
C/C++游戏服务端程序,幻萌网络研发部,15k-25k,15k,25k,上海,1-3年,大专及以上,全职,"环境轻松,ACG文化,扁平化管理",岗位职责：1、参与服务端架构设计及业务需求的开发；2、编写必要的业务流程和设计文档；3、负责服务器端代码的维护并确保质量。任职要求：1、精通C/C++及lua，至少参与过两款完整上线并稳定运行的游戏，有大型游戏服务端开发经验者优先；2、熟悉Linux环境，掌握MySQL，Redis等常用开发技术，有负载均衡、性能优化经验者优先；3、熟悉网络协议，至少掌握TCP、UDP并有实际运用经验，对网络底层有深入了解；4、有shell、python等常用脚本使用经验；5、工作积极主动，责任心强，有良好的团队协作和管理能力。,上海普陀区西康路1255号普陀科技大厦,"(121.437914, 31.242663)"
C语言研发工程师,知道创宇研发部,10k-20k,10k,20k,成都,不限,学历不限,全职,"技术氛围好,福利待遇优",职位描述：工作职责：1.负责或参与公司防护产品的研发2.负责200平台相关引擎的维护、持续改进和优化3.参与攻击响应，解决客户问题职位需求：1.熟悉操作系统原理2.熟悉TCP/IP协议3.掌握常用的算法和数据结构4.熟悉C语言5.熟悉Python6.熟悉Linux7.有良好的编程素养8.有较好的自我驱动力9.快速学习能力10.有Troubleshooting精神（善于分析问题解决问题）加分项：1.熟悉Linux内核2.熟悉Nginx源码3.熟悉DPDK开发4.熟悉WEB开发5.熟悉Socket网络编程6.有CDN相关开发经验7.有DDOS相关经验,成都天府三街腾讯大厦B座11F,"(103.99341, 30.994233)"
C语言程序员,未名空间研发部,8k-10k,8k,10k,北京,1年以下,本科及以上,全职,带薪年假、饭补、五险、全勤奖、生日补,职位描述：开发、维护相关网站职位要求：1、熟练掌握c语言，有一定的开发经验。2、掌握php语言者优先;3、具有扎实的数据库理论基础，有数据库开发经验，熟练掌握sql语言，mysql开发经验者优先；4、熟悉Linux开发环境;5、熟悉网站开发流程，熟悉HTML、JavaScript等；6、对网站开发（php+mysql）有一定基础或对网站开发有兴趣的优先；7、负责公司网站的日常维护；8、负责公司网站的功能升级开发；9、负责公司移动客户端App的数据接口维护与开发；10、具有良好逻辑思维能力；11、具有良好的沟通能力和团队精神；12、本科以上学历。,北京长远天地A1座12B01室,"(116.30695, 39.97717)"
C语言开发工程师 (应用集成...,兴业数金研究开发中心,15k-25k,15k,25k,上海,不限,本科及以上,全职,C语言,岗位职责：（1）参与银行核心业务系统的项目建设工作，在项目中承担需求讨论及分析、方案设计、代码编写以及相关软件开发及维护工作。（2）负责或参与银行核心业务系统相关需求、设计、测试、用户手册、运维手册以及相关规范等文档的编写。（3）推动团队内成员技术经验分享，关注相关前沿技术研究，通过新技术服务团队和业务。任职要求：（1）35周岁以下，计算机、通讯、信息管理等相关专业，全日制一类本科以上学历，211、985院校优先。（2）1年及以上AIX/UNIX/LINUX操作系统下C语言项目相关工作经验，熟悉银行业务，有银行核心业务系统开发经验优先。（3）熟悉AIX/UNIX/LINUX操作系统和INFORMIX，在SQL优化方面有丰富的经验。（4）热爱技术，能够主动研究相关新技术，具有较强的学习能力。（5）个性乐观开朗，沟通能力强，具备良好的团队协作精神，能利用自身技术能力提升团队整体研发效率。,上海杨高南路729号陆家嘴世纪金融广场1号楼41楼,"(121.534267, 31.213138)"
C/C++讲师,比特教育科技有限公司教学组,10k-20k,10k,20k,西安,1-3年,本科及以上,全职,年底双薪+工作时间弹性制+超长年假,技能要求：1.有丰富的C/C++后台开发的经验；熟练的使用C/C++语言。2.掌握常见数据结构，熟练使用STL或者boost。3.熟悉操作系统原理、网络协议。4.有开源项目（libevent、redis、memched、nginx之一）使用经验者优先。5.有较强的语言组织、概括能力。做事耐心踏实，有责任心。主要职责：1.负责课程的研发和教授。2.学生上机辅导。3.学生作业评阅，点评。4.阶段性模拟面试。我们可以提供：五险一金，年底双薪，定期体检，弹性工作制时间，超长年假（30天）。期待你的加入。,西安陕西科技大学科大时代广场5楼,"(108.980605, 34.381981)"
linux C 开发工程师,瞬联软件科技（北京）有限公司软件开发部,7k-12k,7k,12k,武汉,不限,大专及以上,全职,六险一金，带薪年假，双休,1、计算机相关专业，大专及以上学历;2、精通嵌入式C/C++编程，熟悉Linux操作系统，熟悉Insight和SVN等开发工具，使用过MIPS/PowerPC/ARM等处理器编译环境；3、熟悉嵌入式应用软件开发和调测方法；4、沟通表达思路清晰，有团队合作精神；有较强学习能力；5、2年以上的开发经验，有通信设备的上层应用软件或设备管理软件开发经验者优先；6、有Netconf/Yang开发经验优先；7、有Openflow开发经验优先；具备数通背景经验，具备NFV/SDN/云架构经验者优先；有SNMP相关开发经历，熟练掌握SNMPv2c/v3协议者优先；8、熟悉常用的嵌入式WEB服务器Goahead、Lighttpd、Apache等开发方法的优先,武汉光谷软件园F2,"(114.406728, 30.477141)"
C/C++实习工程师,比特安索研发部,3k-5k,3k,5k,北京,应届毕业生,本科及以上,全职,"技术大牛,信息安全,团队氛围,发展空间",我们在寻找能够长期实习或工作的求职人员，而且只提供当面面试。如果你还未毕业，请确认毕业后条件合适时能够留在公司正式入职，否则不要投递简历。业界领先的软件安全与授权方案提供商——比特云欢迎有激情、善于学习、乐于沟通、希望亲手创造未来的年轻人加入！公司需要C、C++、Java、PHP的开发或测试人员，以C/C++为主。我们需要你：具备扎实的语言和算法基础具备英文文档阅读和基本写作能力有一定的实际开发经验有良好的文档写作和编排能力乐观开朗，喜欢团队合作，善于沟通必须是本科以上学历毕业或本科、研究生相关专业在读我们将给你：良好的研发、工作环境；严谨的技术指导和培训；和谐愉快的沟通氛围。毕业后理想的工作选择，我们希望这是一次长期入职。在市场上有竞争力的薪酬待遇,北京学清路8号，科技财富中心A座308,"(116.3532, 40.015878)"
c语言,龙文华丰,10k-20k,10k,20k,北京,3-5年,本科及以上,全职,五险一金， 1-3个月年终奖,岗位职责：1.将通信协议或算法协议在嵌入式linux上使用C/C++实现。2.对核心板卡调试驱动，配合硬件查找问题。3.产品出货时新功能新需求及时响应开发。任职要求（满足以下四项以上即可）：1.熟练掌握C语言。2.在嵌入式DSP或ARM上有1年以上开发经验。3.熟悉嵌入式linuxC语言开发，掌握线程间通信，了解信号量，互斥量的使用。4.熟悉socket编程，会使用TCP/UDP协议与上位机通信，了解select函数的使用。5.了解并掌握一定的linuxshell脚本命令。6.熟悉嵌入式DSP编程规范，有基于TI公司的DSP产品编程的经验。有以下能力或经验者优先：1.掌握C++语言者优先。2.有通信类背景者优先。3.会使用MATLAB进行通信类仿真者优先。4.有linuxkernel开发经验者优先。5.有TIc66x高性能DSP/SOC开发经验者优先6.了解数据库或有界面开发经验者优先。,北京北三环中路44号C座C319,"(116.360606, 39.966667)"
C 语言软件开发工程师,烽视威研发部,10k-20k,10k,20k,深圳,3-5年,本科及以上,全职,"福利多多,培训多多",岗位职责：负责Linux系统下的软件开发与维护工作岗位要求：（1）精通Linux环境下C/C++语言编程及调试（2）精通Linux环境下网络编程及调试（3）熟悉TCP/IP协议（4）熟悉Linux操作系统原理（5）熟悉数据结构（6）熟悉Bash脚本编程及调试（7）热爱编程，善于团队合作，诚实，积极，乐观，自信,深圳科技园南区金蝶软件园B栋8层南座801室,"(113.954951, 22.533911)"
C/C++高级开发工程师/ C/C+...,上海绿建信息科技有限公司,5k-10k,5k,10k,苏州,不限,本科及以上,全职,"培训,提供住宿,旅游,团建聚餐","任职资格:1.计算机相关专业毕业，本科以上学历；2.有很强的软件系统分析设计能力，对网络信息安全软件产品发展趋势良好的认识；3.精通C/C++/VC，1年以上C/C++/VC、WindowsAPI、SDK、MFC软件产品开发工作经验；4.精通PKI应用密码安全服务或VPN网关网络安全等信息系统密码安全保护技术,有丰富的信息安全软件产品开发经验；5.熟悉Windows、Linux操作系统；6.希望从事网络安全开发者，应精通TCP/IP协议簇常用应用层协议和VPN网关，有相关产品的丰富开发经验7.熟悉XML、WebServices；8.熟悉软件开发过程；9.学习能力、创新能力、沟通能力强10.有工作责任心、事业心、团队精神。",苏州花桥镇商务大道199号1幢1705室（地铁11号线）,"(121.123113, 31.290669)"
资深嵌入式C/C++软件开发工...,贝锐科技,15k-25k,15k,25k,上海,3-5年,本科及以上,全职,"周末双休,五险一金,晋升机会,员工旅游",职位描述：您想在众IT人员中脱颖而出，获得大家的崇拜么，那么你就要：1、参与Oray花生壳、向日葵、蒲公英等多个软件产品的开发与维护，包括liunx/Windows/Mac环境下的客户端应用程序开发。Oray走的是高端大气的精英路线，为了更好的融入我们，需要这样的你：1、熟悉模板操作，对STL容器有所使用；2、熟悉TCP/IP，UDP，多线程，异步网络编程；3、熟悉SIP、VOIP、WebRTC相关技术者优先；4、熟悉JPEG，X264，FFMPEG等相关图像视频编码库者优先；5、精通C++，对面向对象的开发有深入认识；6、热衷技术专研，工作踏实诚恳，认真负责，有良好的抗压能力；7、有较强的独立调试能力，分析和解决问题的能力。本公司提供良好的福利待遇与发展空间：1、5天8小时工作制，周末双休；2、购买社会保险，公积金和商业意外保险；3、每年提供一次健康体检，让您的健康得到保障；4、每年组织最少一次的员工旅游，让您的心情放飞；5、每年提供两次调薪机会，让您的努力得到及时回报；6、提供有竞争力的薪酬及接受培训和继续教育培训的机会；7、下午茶，生日礼物、节日礼品、春节开门利是等等，让您感受温情与关怀；8、享受各种有薪假期：年假、法定假期、产假、婚假等，让您感受假期带来的愉悦。,上海国定路335号1号楼9008,"(121.50827, 31.297305)"
Linux C/C++应用开发高级软...,knowyou研发中心,10k-20k,10k,20k,上海,1-3年,本科及以上,全职,"节日福利,五险一金,绩效奖金,员工旅游",岗位职责：1.负责嵌入式产品的代码编写、文档撰写等工作；2.解决工作中遇到的各类疑难问题；3.对某些开源库进行研究，并按照业务要求进行修改和应用；4.协助项目经理和其他同事开展产品研发工作。任职要求：1.通信和计算机等相关专业本科毕业，3年以上工作经验；2.熟悉Linux下C、C++编程，熟练掌握gcc、make、gdb等工具，具有良好的编程习惯和编程风格；3.熟悉IPC（进程间通信）和TCP/IP网络编程；4.精通Linux操作系统；5.对Android系统有一定的了解，熟练使用AndroidNDK开发；6.有较强的分析问题和独立解决问题的能力；7.良好的团队合作精神，工作主动性和责任心强，服从工作安排，善于沟通；,上海宜山路810号贝岭大厦14层A-C座,"(121.40781, 31.17278)"
C/C++ 嵌入式软件开发工程师,凡维泰成都分公司研发,8k-16k,8k,16k,成都,1-3年,本科及以上,全职,"成就自己,福利多多,梦想的舞台","1、3年以上无线通信工作经验,具有LTE或者NR相关经验最佳。2、熟悉C/C++语言编程，有较强的软件编码和移植能力。3、熟悉linux操作系统，熟练掌握linuxapi用法，对linux内核的关键知识点有一定了解。4、熟练掌握linux环境的应用程序开发。5、有嵌入式操作与维护、网管、SNMP协议、TR069协议相关经验者优先。6、工作认真负责、主动，并具有较强的学习能力，能用英语进行简单的沟通，读写须无障碍。",成都天府四街66号航兴国际广场2号楼306,"(104.0666, 30.54277)"
C语言开发工程师/固件研发...,MicroNature研发部,15k-25k,15k,25k,深圳,3-5年,本科及以上,全职,"团队牛,产品好,发展空间大,有分红",工作职责：1、负责智能家居PLC、WiFi、Zigbee相关技术及产品开发；2、全程参与产品设计和需求分析，软件功能调试和测试，撰写开发文档；任职要求：1、本科以上学历，有3年及以上工作经验；2、精通C语言，熟悉RTOS系统，熟悉单片机（ST32）编程；3、熟悉华为海思PLC电力载波通信芯片方案及软硬件开发，做过实际产品并具备一年以上PLC编程开发经验（必备）；4、熟悉Ti的WiFi/Zigbee协议优先，例如CC3200、CC2650、CC2630解决方案；5、具有一定的硬件基础，熟悉嵌入式系统的外围器件，能看懂硬件原理图及pcb；6、良好的软件开发及测试习惯，逻辑思维清晰，简单整洁易读的编码风格；7、工作态度端正，对IoT领域具有浓厚的兴趣,深圳观光路1301号银星科技大厦B901,"(114.04777, 22.729387)"
C语言/C++开发工程师,ITEC,6k-10k,6k,10k,天津,不限,本科及以上,全职,"出国机会,系统培训",岗位职责：1参与系统的需求调研和需求分析，撰写相关技术文档2参与项目基本设计、详细设计、开发、测试等职位要求：1计算机相关专业，1年以上项目开发工作经验；2本科以上学历；3熟练掌握C/C++/VC++其中一种开发语言。4思路清晰，善于思考，能独立分析和解决问题,天津华苑产业园区（环外）海泰发展六道六号J座,"(117.096002, 39.077841)"
c语言,上海中软华腾软件系统有限公司,10k-18k,10k,18k,上海,1-3年,本科及以上,全职,大平台,兴业银行项目：3年以上，要求银行经验；江南农商银行项目：出差常州，提供住宿+差补。,上海亚芯科技园,"(121.630372, 31.21057)"
资深C/C++客户端开发（平台...,网易,30k-45k,30k,45k,上海,5-10年,本科及以上,全职,五险一金 商业保险 年底双薪 交通补贴,工作职责：。进行大型网络平台客户端的本地架构设计、核心组件开发和持续改进；。进行平台客户端版本的开发、测试和发布，并保障版本质量和周期；。进行平台客户端周边系统的开发、测试和发布；任职要求：。计算机或相关专业的本科及以上学历，5年及以上开发经验，含3年及以上Windows软件开发经验；。拥有至少一款完整的Windows客户端软件架构和开发维护经验；。熟练掌握C/C++程序开发；。熟练掌握Windows客户端软件开发；。熟练掌握多线程开发；。有QT开发经验者优先；。有Web/Native混合开发经验者优先；。具有良好的沟通能力和团队合作能力；。主动，富有责任心和自驱力；,上海碧波路690号,"(121.583503, 31.198709)"
linux C 高级开发,中睿天下研发部,15k-20k,15k,20k,北京,3-5年,本科及以上,全职,技术氛围浓厚，薪资与能力挂钩,岗位职责：1、负责公司核心的产品的研发；2、根据需求文档，编写项目概要设计、详细设计以及其他项目相关的设计文档；3、独立完成所分模块的设计、开发、和测试工作;4、参与新技术的调研;5、有责任心，吃苦耐劳，良好的团队合作能力任职要求：1、3年及以上C/C++语言软件开发经验（Linux平台）；2、对开源软件有浓厚兴趣；3、熟悉TCP/IP相关网络协议编程；4、对Linux（如文件系统、处理器、内存管理）有深刻理解；5、有IDS/IPS、安全网关、防火墙、路由器等网络产品开发经验者优先；6、有责任感，良好的团队合作精神7、有较强的学习能力，较强的理解沟通能力，能独立解决问题。8、具有良好的文档写作能力,北京硅谷亮城8号楼2层,"(116.309808, 40.028032)"
C/C++嵌入式虚拟化工程师,丰蕾科技,25k-40k,25k,40k,上海,不限,本科及以上,全职,"晋升快,培训多,团队强",岗位职责：1.负责公司嵌入式产品开发及维护2.负责公司硬件虚拟化产品开发及维护任职要求：1．计算机科学、软件工程或电子工程相关专业本科及以上学历；2．具备扎实的数据结构、算法设计、计算机体系结构等专业知识；3．熟练掌握C/C++编程技术，熟悉Linux编程环境；4．熟悉虚拟化相关技术原理，对QEMU、libvirt、KVM有深入了解者优先；有QEMU源代码阅读经验者优先；5．熟悉嵌入式Linux内核及驱动编译调试过程和工具；6．2年以上嵌入式程序设计经验；熟悉ARM系列处理器，具备基本硬件知识基础；7.工作态度端正，有较强的沟通、协调能力和团队精神。,上海云岭西路600弄6号楼9楼,"(121.36743, 31.231221)"
Linux C,玲珑研发部,10k-20k,10k,20k,郑州,3-5年,本科及以上,全职,"五险一金,弹性,绩效奖金，免费宿舍",【岗位职责】1.基于Linux系统和C/C++语言，进行自定义规则的IP报文转发网络的服务端程序开发、调试、测试等相关工作；2.进行网络加速程序的开发、测试、维护和优化工作；3.协助项目经理进行系统设计；4.对其他部门提供技术支持、技能培训等;【岗位要求】1.丰富的Linux/Unix平台编程经验；2.深厚的C/C++语言功底，具备良好的操作系统、计算机网络等基础知识；3.掌握常见的数据结构特点并能根据场景合理选择，了解算法并能阅读资料正确实现；4.具有一定的系统架构设计能力；5.掌握数据结构、数据库系统等软件知识结构；6.有良好的沟通技巧和团队合作精神。加分：1.系统底层原理与优化技巧；2.Linux内核方面的知识或开发经验，协议栈优先；3.熟知几个路由协议的设计原理；4.熟悉SDN开发优先；5.有大流量应用开发经验。待遇10-20K奖金另计因海投简历者过多不再接受网站投递简历仅接受邮箱投递简历投递格式：要求使用pdf格式邮件标题格式：姓名+应聘职位+期望薪酬+应聘信息来源（例如：李某+应聘LinuxC+20k+拉钩）简历投放邮箱：job@lonlife-inc.com,郑州农业路南阳路,"(113.993612, 34.993681)"
c语言,万商支付技术中心,15k-25k,15k,25k,南京,5-10年,本科及以上,全职,丰厚的薪资待遇，可兼职,岗位职责：1.根据用户需求文档进行产品的架构设计、类模块设计等；2.优化已有的系统，性能调优3.负责完成系统的编码工作；4.负责完成系统测试案例的制作；5.分析并解决软件开发过程中的问题；6.配合部门领导完成相关的任务目标。任职要求：1.计算机技术或其他相关专业，5年及以上C语言开发经验；2.精通C编程，精通Linux，熟练地编写主机脚本。3.熟悉Oracle，可以优化数据库；4.熟悉网络编程，多线程编程，熟悉Socket编程、TCP/IP协议；5.具有良好的设计习惯和代码架构规范，具有良好的沟通能力、协作和执行能力；6.学习能力强，能够快速掌握公司业务相关的各种必须的技术；7.具有对软件开发任务独立负责到底的能力，无需再经他人修改与汇总，提交的软件工作成果完整；8.工作认真、有责任心，具有独立设计能力，良好的团队协作意识，职业化工作流程习惯。9.具有以下能力与经验者优先考虑：--预付卡系统开发经验；--传统大型金融软件企业工作过，如华腾等。福利待遇：1、保险体制：五险一金；2、福利待遇：生日蛋糕+过节礼品卡+年度免费全面体检+下午茶；3、休假体制：五天工作制（9：00-12：30，14：00-18：00）双休+法定假期+带薪年假+带薪病假+产假+婚假；4、部门团建：每月提供活动经费，每月都会组织员工活动，包括旅游，聚餐，体育类活动等；5、晋升机制：良好的培训机制、晋升机制，丰富的培训项目，公司定期进行系统性的培训项目，并可参加集团公司举办的各类培训；6、奖励机制：行业资格考试报销补贴，丰富多样的奖励形式；7、工作环境：地处新街口国际金融中心高层，轻松舒适的办公环境，公司图书角为员工准备了各种杂志，书刊等，供大家空余时间翻阅。,南京国际金融中心,"(118.782996, 32.040865)"
